id:long,latitude:double,longitude:double
21316748,53.0638771,8.808439
21316784,53.0760236,8.8114567
21316791,53.0749497,8.8112695
21316808,53.0526556,8.8176801
21317359,53.088225,8.8408539
21317362,53.0871013,8.8364198
21317370,53.0842562,8.8245935
21317372,53.0840626,8.8204627
21317373,53.0837018,8.8184002
21317375,53.0845177,8.8246403
21317376,53.084271,8.8250617
21384805,53.097269,8.8826371
21384806,53.0977304,8.8827701
21390128,53.0841968,8.8247978
21390153,53.0834062,8.8173177
21396367,53.1001829,8.8749605
21436568,53.1124011,8.8616402
21436577,53.1069573,8.8632947
21436583,53.1098681,8.8674987
21436585,53.1100282,8.868098
21484245,53.1106233,8.8667391
21484246,53.1104065,8.8662714
21484252,53.1080456,8.8716353
21484262,53.1097025,8.8665258
21484263,53.1093197,8.8663415
21523086,53.1035835,8.8651434
21523089,53.1025777,8.8641676
21523091,53.1028229,8.8629215
21523092,53.102824,8.8612148
21523095,53.1047701,8.8594384
21523099,53.1050858,8.8581723
21523100,53.1051862,8.8580506
21523107,53.1056142,8.8633924
21523108,53.1063576,8.8636585
21523109,53.106699,8.8626636
21523110,53.1067883,8.8625391
21523174,53.13002,8.8641203
21530605,53.0763471,8.7971298
21558545,53.101868,8.8260061
21558764,53.1018948,8.8162463
21558766,53.1021322,8.8150771
21558767,53.1039045,8.8163739
21558774,53.102163,8.8093471
21558775,53.1022627,8.8112644
21558779,53.1020441,8.7884918
21558781,53.1016888,8.7888186
21558782,53.1013517,8.7891329
21558785,53.1007801,8.7911402
21558787,53.0999148,8.7909289
21558789,53.099037,8.790856
21558793,53.0996568,8.7939604
21558805,53.1021955,8.8028151
21558806,53.1022523,8.7850446
21558808,53.1033797,8.7886071
21558809,53.1026089,8.789643
21558810,53.102328,8.79023
21558811,53.1019728,8.7914193
21558812,53.101488,8.7913013
21558815,53.0999179,8.7899376
21558819,53.0914667,8.7932011
21558820,53.0895301,8.7947614
21558824,53.0891504,8.794337
21558841,53.0888102,8.793221
21558849,53.0862223,8.7973805
21558853,53.084572,8.794942
21558861,53.0885691,8.785204
21558869,53.0957837,8.780108
21560646,53.0985052,8.790548
21560647,53.096759,8.7899741
21638623,53.0791454,8.7896946
21638624,53.0811346,8.7911865
21638625,53.0809247,8.7911876
21638633,53.0825334,8.7963833
21638636,53.0836526,8.7970262
21638638,53.0801317,8.8035731
21638646,53.0801261,8.8111244
21638648,53.0808558,8.8126383
21638649,53.0809565,8.8129672
21638650,53.0810279,8.8128081
21638651,53.0809263,8.8125146
21638657,53.0811922,8.8140328
21638660,53.0781472,8.8235132
21638663,53.0793047,8.8237428
21638666,53.0805217,8.8195352
21638673,53.0771346,8.8116494
21638680,53.0701889,8.8165004
21638681,53.070777,8.816738
21638682,53.0716149,8.8169513
21638685,53.0729684,8.8168259
21638691,53.0771549,8.8153159
21638692,53.0773057,8.8151844
21638695,53.0775708,8.8145621
21638696,53.0778408,8.8141397
21638699,53.0784934,8.8130598
21638701,53.0790025,8.8122244
21638892,53.0789327,8.8254658
21638893,53.0850058,8.847377
21638899,53.0831911,8.841556
21638905,53.0818452,8.8337783
21638934,53.0583111,8.8841675
21638939,53.0586019,8.8927429
21638960,53.0530768,8.7369136
21638973,53.0707873,8.7823499
21638974,53.0313239,8.6659976
21701583,53.0798507,8.9140771
21701584,53.0798542,8.9134704
21724995,53.0680596,8.7804883
21725001,53.0672536,8.7817018
21725003,53.0667905,8.7822816
21725004,53.0668634,8.7824115
21725008,53.0634481,8.7871817
21725035,53.0468108,8.8242996
21725036,53.0467688,8.8247768
21725041,53.0426248,8.8367605
21725047,53.0381688,8.8459728
21725048,53.0383804,8.8458478
21725102,53.068787,8.7794839
21729995,53.0927615,8.7931961
21730003,53.0856686,8.7956654
21730014,53.0928999,8.7933542
21730025,53.1173514,8.8060011
21730029,53.1001286,8.7970653
21777433,53.0835291,8.8171902
21777439,53.0838177,8.818455
21777445,53.0842854,8.8216911
21777449,53.0844236,8.8245351
21778937,53.0844606,8.8250786
21778948,53.0845471,8.8249071
21963411,53.0407839,8.8417525
21963463,53.0457156,8.8449617
21963469,53.0474465,8.8461877
21963473,53.0482834,8.8469076
21963490,53.0497483,8.8480544
21963499,53.0499186,8.8473488
21963529,53.0457581,8.8447849
21963542,53.0410285,8.8412222
21963545,53.0404518,8.8408441
21963549,53.0400992,8.8416192
21963557,53.047354,8.8468043
21992225,53.1410632,8.7410055
21992256,53.148189,8.7398905
21992283,53.1451468,8.7381558
21992286,53.1431682,8.7370635
21992294,53.1441291,8.7363085
23674284,53.0356667,8.7267305
23674288,53.0388061,8.7287902
23674302,53.0489786,8.739593
23674310,53.0513227,8.7400096
23674333,53.0526379,8.7410477
23674337,53.0535145,8.7472247
23674355,53.0530541,8.7407189
23674361,53.0526482,8.7407653
23674371,53.0550328,8.739538
23674384,53.0584074,8.7338031
25073422,53.0802103,8.803275
25074038,53.0830202,8.8084544
25096896,53.1777179,8.7497941
25232822,53.0378226,8.8373527
25232828,53.0354739,8.8413
25232831,53.0344644,8.8434683
25232835,53.0331224,8.8457113
25232839,53.0310647,8.8448828
25232859,53.0393861,8.8400369
25233382,53.0550432,8.799563
25233390,53.0561802,8.79568
25233449,53.0555443,8.7848862
25233458,53.0549615,8.7860987
25233463,53.0539858,8.7850099
25233482,53.0551482,8.7830616
25233494,53.0573094,8.786302
25264881,53.0924572,8.8517405
25264883,53.091385,8.8495388
25264884,53.0909571,8.8497985
25264886,53.0899451,8.8468717
25264887,53.0907896,8.8461297
25350580,53.1034636,8.855925
25350583,53.1051464,8.8504859
25350584,53.1051738,8.8503647
25350588,53.1062867,8.8455473
25350591,53.1060143,8.8424156
25355193,53.0600626,8.7849304
25355194,53.0595872,8.7850585
25355305,53.0572392,8.7860726
25464782,53.0887115,8.7854671
25464786,53.0947512,8.778632
25464787,53.0958751,8.7775839
25464844,53.0829432,8.7870297
25478580,53.0944865,8.8333053
25478581,53.0926092,8.8319255
25478586,53.0847422,8.8253784
25478589,53.0845568,8.8243911
25479689,53.0846666,8.826312
25479692,53.0840088,8.8254594
25479701,53.084842,8.8257302
25479707,53.0834676,8.8236027
25479708,53.0828584,8.8227225
25479709,53.0821714,8.8217398
25479710,53.0813631,8.8206477
25479711,53.0821321,8.8218137
25479712,53.0828353,8.8228214
25479713,53.0834265,8.8236868
25479715,53.0846437,8.8241051
25565558,53.0735819,8.8061535
25565563,53.0714402,8.801234
25565568,53.0713109,8.8015066
25565575,53.0737051,8.80636
25600151,53.0582299,8.7911153
25600168,53.0627283,8.7880175
25600172,53.0476221,8.8463418
25637532,53.0326098,8.6623418
25637566,53.0328087,8.661844
25637586,53.034632,8.6500378
25637590,53.0364408,8.6478065
25637593,53.040317,8.6430912
25637599,53.0435422,8.6390998
25637601,53.0439335,8.638654
25637604,53.0451743,8.6376811
25637622,53.0497135,8.634085
25637625,53.0501207,8.6335058
25637640,53.0521845,8.6332281
25637641,53.0522149,8.6333996
25637643,53.0526995,8.6330018
25637644,53.0527205,8.6331776
25637666,53.0519783,8.6310036
25677833,53.0609252,8.8021362
25677835,53.0592743,8.8045003
25678382,53.0820916,8.869295
25678385,53.0824149,8.8630672
25678388,53.0825043,8.8566091
25678390,53.0824573,8.8605135
25678393,53.0819938,8.8692283
25680638,53.046778,8.8180821
25680639,53.0479026,8.8188778
25680640,53.0484057,8.818581
25680644,53.049808,8.8138529
25680648,53.0458923,8.820205
25680651,53.0441668,8.8235785
25680654,53.0418521,8.828937
25680656,53.0399206,8.833102
25680657,53.0388148,8.8354587
25680659,53.0399042,8.8410101
25680662,53.0402183,8.8413573
25680663,53.0426912,8.8368957
25715079,53.0537541,8.78481
25715087,53.0550887,8.7829335
25715090,53.0539092,8.7819778
25715108,53.0577473,8.7840124
25715115,53.0550401,8.7803376
25715125,53.0529179,8.7759242
25715136,53.0463599,8.8178548
25715140,53.0431221,8.8160461
25715145,53.0390376,8.8138629
25715149,53.0345344,8.8109094
25715211,53.0550907,8.7810974
25715212,53.0550093,8.7811108
25724882,53.0986476,8.8397669
25724884,53.097828,8.8430627
25724885,53.0973416,8.844769
25728415,53.1112189,8.8148274
25728417,53.1113856,8.8164796
25728420,53.1123453,8.8223503
25733750,53.0598834,8.7861011
25733764,53.067788,8.7760731
25733767,53.0674275,8.7762192
25733787,53.0753629,8.7603117
25733795,53.0756511,8.7525749
25733803,53.0755241,8.7526752
25733820,53.0750669,8.7607022
25733854,53.0775333,8.739446
25733866,53.0767054,8.7422197
25733888,53.0966472,8.6894457
25733890,53.0972729,8.6894362
25733960,53.0543191,8.7899499
25733971,53.0628315,8.7881435
25733974,53.0650023,8.7915422
25733975,53.0663678,8.793733
25733976,53.067603,8.7955844
25733977,53.0685632,8.7970299
25733982,53.0539266,8.7851749
25733984,53.0730208,8.8069027
25733986,53.0721529,8.8090095
25733987,53.0718001,8.8105614
25733996,53.0770015,8.8185566
25733999,53.0767282,8.8198452
25734004,53.0775218,8.8195012
25734014,53.0792671,8.8160344
25734015,53.0791235,8.8160178
25734017,53.0685662,8.7853034
25740330,53.0336579,8.6634915
25740954,53.0310808,8.6557371
25742515,53.1031387,8.8677938
25742529,53.1029238,8.8682309
25742531,53.1024226,8.86951
25742548,53.1018261,8.871746
25743311,53.1357208,8.7150499
25745672,53.1003925,8.8693035
25745675,53.101268,8.8703394
25745745,53.1007646,8.8682255
25745893,53.0991022,8.8641735
25745894,53.0989396,8.865874
25745895,53.0988062,8.8673095
25745896,53.0985544,8.8697913
25745901,53.1019157,8.8688963
25745929,53.0996658,8.8609385
25746982,53.0649,8.8534673
25746987,53.0689267,8.8245928
25746990,53.0694808,8.8198249
25746991,53.0502782,8.8484162
25746992,53.0511429,8.8490008
25746994,53.0531593,8.8503357
25747004,53.0640168,8.8532406
25747010,53.0720096,8.8095558
25747015,53.0628335,8.787882
25747016,53.0629248,8.7879807
25747443,53.0784223,8.8213532
25747448,53.0780387,8.8197269
25747456,53.0777303,8.8237896
25747457,53.0772091,8.8237907
25748411,53.0795339,8.8046789
25748415,53.0797077,8.8037766
25748557,53.061797,8.8049037
25748558,53.06212,8.8044431
25748559,53.0624464,8.8039704
25748560,53.0627717,8.8035219
25748561,53.0639359,8.8018571
25748562,53.0637559,8.8021107
25748563,53.063436,8.8025592
25748564,53.0630834,8.8030734
25748567,53.061346,8.808461
25748569,53.0626787,8.8065543
25749214,53.0486198,8.8186838
25749235,53.0495767,8.8197677
25749244,53.0500486,8.8133704
25751735,53.0943199,8.8943398
25751736,53.094215,8.8949965
25751975,53.0941125,8.8976612
25752922,53.0787361,8.8004466
25756847,53.0456072,8.8458874
25756848,53.0459845,8.8436826
25756855,53.0462314,8.8423297
25756864,53.0484521,8.8350456
25756865,53.0476293,8.8378155
25756882,53.048071,8.8430979
25756892,53.0481189,8.8474692
25756894,53.0477725,8.8497474
25756906,53.0513772,8.8484505
25756910,53.0504336,8.8495587
25756918,53.0505333,8.8528251
25756921,53.0505127,8.8521426
25757138,53.0505105,8.8485905
25757140,53.0458268,8.8450392
25757141,53.0458706,8.8448692
25757293,53.0308595,8.8623957
25757319,53.0303214,8.8623264
25757785,53.0306904,8.857443
25757786,53.0309056,8.8574493
25757789,53.0320804,8.8656674
25761835,53.0959384,8.8753635
25761838,53.0961167,8.8792467
25769711,53.0373453,8.8808515
25778831,53.0304055,8.8517202
25778833,53.0312713,8.8507674
25778835,53.0315654,8.8493862
25778836,53.0305063,8.848306
25778897,53.110823,8.8081393
25778914,53.1113392,8.8153324
25778915,53.111392,8.8159489
25778918,53.111787,8.8162648
25778919,53.111526,8.8169568
25779034,53.0317224,8.842599
25779035,53.0319882,8.84167
25779036,53.0321711,8.8409905
25779037,53.0315896,8.8405911
25779040,53.0300507,8.8395285
25779055,53.0333877,8.8395021
25779059,53.0345869,8.8402452
25779090,53.0331117,8.8432611
25779098,53.1079502,8.8059279
25779099,53.0334371,8.8400415
25779104,53.0343529,8.8407449
25779111,53.0334062,8.8461545
25779112,53.0338904,8.846314
25779119,53.0337395,8.8489255
25779121,53.0337228,8.8511863
25779122,53.0335753,8.8511894
25779168,53.0314855,8.8497685
25779170,53.0328814,8.8423081
25780489,53.0362793,8.8523033
25780498,53.0385305,8.8506114
25780509,53.0385246,8.8504814
25780647,53.0369126,8.8528054
25780649,53.0371768,8.8531506
25780652,53.0367828,8.8541263
25780663,53.0367897,8.8554734
25780665,53.036862,8.8563402
25780726,53.0415115,8.8503801
25780728,53.0415109,8.8505102
25780733,53.0414979,8.8519397
25780735,53.0407796,8.8504469
25780790,53.0387766,8.8520026
25780833,53.0387736,8.85505
25781045,53.0414989,8.8524029
25781046,53.0415528,8.853446
25781047,53.0416768,8.8552779
25781048,53.0417598,8.856699
25781075,53.0436709,8.8552205
25781076,53.0445927,8.8551961
25781077,53.045328,8.8517878
25781078,53.0452731,8.8534587
25781086,53.0399691,8.855711
25781138,53.0434873,8.8576496
25781139,53.0443572,8.8581292
25781142,53.0453737,8.8548603
25781144,53.0460252,8.8580025
25781146,53.0448933,8.8584569
25781283,53.0460635,8.8513782
25781285,53.0470296,8.8522049
25789824,53.0672635,8.7962283
25789963,53.0669789,8.7967611
25789970,53.0665433,8.797557
25789980,53.0663796,8.7978646
25790010,53.0661212,8.7983524
25790158,53.0658568,8.7988568
25790217,53.0655531,8.7994138
25790225,53.0652229,8.8000029
25790258,53.0649154,8.8004506
25790311,53.0642514,8.801413
25790529,53.0646481,8.8037425
25790630,53.063965,8.8047071
25790722,53.0636451,8.8051852
25790886,53.062991,8.806098
25793409,53.0410614,8.853217
25793912,53.0681118,8.8013724
25793914,53.0678334,8.8018598
25793916,53.0397959,8.8597151
25793925,53.0646952,8.8070528
25793927,53.0620062,8.8075274
25793930,53.061708,8.8079294
25793935,53.0657331,8.7948747
25793938,53.0652771,8.7956751
25793941,53.0649785,8.7962062
25793943,53.0648634,8.7964198
25793948,53.0639909,8.7977579
25793951,53.0636821,8.7981931
25793954,53.0630436,8.7991044
25793956,53.0622289,8.8002777
25793961,53.0612467,8.8016786
25793963,53.0605912,8.8026153
25793965,53.0603083,8.8030217
25793967,53.0608316,8.8062843
25793969,53.0611281,8.8058508
25793971,53.0614621,8.8053726
25794170,53.0387785,8.8578046
25794188,53.039884,8.8579432
25794233,53.0386198,8.8582616
25794531,53.0393446,8.8578674
25795007,53.038162,8.857387
25795223,53.0387541,8.857439
25795952,53.0405735,8.8581502
25795968,53.0416203,8.8586113
25795985,53.042672,8.8590897
25795991,53.0437468,8.8594795
25796670,53.0458126,8.8593686
25797869,53.046397,8.8593647
25798039,53.0474311,8.8594619
25798055,53.0481839,8.8590383
25798078,53.048806,8.8582634
25798522,53.0467341,8.8574676
25798524,53.0475055,8.8573345
25798527,53.0483637,8.8573686
25798540,53.0464725,8.8557275
25798658,53.046237,8.854028
25798781,53.0471908,8.8548942
25799144,53.0469024,8.8557258
25799148,53.0469402,8.855586
25799154,53.0468495,8.8556914
25799501,53.047454,8.8541481
25799514,53.0472166,8.8538281
25799530,53.0473997,8.8531751
25799630,53.0482897,8.8554373
25800062,53.0474912,8.852742
25800087,53.047531,8.852616
25800098,53.0476355,8.8527043
25800114,53.0475847,8.8528255
25800312,53.0477324,8.8519036
25801607,53.0489976,8.8497606
25802534,53.0490721,8.8531111
25802590,53.0481909,8.8531749
25802734,53.0505867,8.854679
25802782,53.0492671,8.8578887
25803478,53.0681946,8.7976089
25803536,53.0679803,8.7982514
25805313,53.0665662,8.7999135
25805388,53.0668313,8.7994301
25807506,53.0601073,8.7993149
25807613,53.0623834,8.7958277
25808374,53.0480126,8.8564126
25808576,53.0482937,8.8563952
25809412,53.0503467,8.8462064
25809730,53.050534,8.8477305
25809948,53.0616545,8.8090214
25810202,53.0601606,8.8050251
25811900,53.0681556,8.7998031
25812131,53.0601133,8.8072989
25818676,53.0609951,8.8089607
25818772,53.0605715,8.8095641
25818797,53.0602888,8.8099666
25818802,53.059808,8.8106515
25818812,53.0593649,8.8110647
25818817,53.0585556,8.8095081
25818828,53.059402,8.8083076
25818835,53.0596875,8.8079028
25826320,53.0646546,8.7921508
25826479,53.0644239,8.7925505
25826555,53.0643573,8.7926635
25826604,53.0640986,8.793128
25826611,53.063925,8.7934426
25826623,53.0636752,8.7938702
25826649,53.0636283,8.7939507
25826652,53.0632741,8.794548
25829746,53.0620709,8.7962729
25829757,53.0612358,8.7974635
25829764,53.0604331,8.7987112
25830849,53.0616829,8.7916774
25830851,53.0605009,8.7933844
25830852,53.0598829,8.7942898
25830854,53.0615208,8.7950952
25830875,53.0616201,8.7914588
25830878,53.0620862,8.7907461
25830879,53.0624768,8.7901626
25830880,53.0628651,8.7895378
25831567,53.0632726,8.7888223
25831709,53.0592303,8.7954854
25831711,53.0582271,8.7967386
25831732,53.0564511,8.799151
25831750,53.0584085,8.8028369
25831843,53.0580269,8.8021183
25831888,53.0595822,8.8004125
25831889,53.0591386,8.8013718
25832067,53.055911,8.7981335
25832081,53.0664085,8.7936547
25832082,53.0650407,8.7914729
25832356,53.1062321,8.8659385
25832392,53.1076177,8.8672045
25838982,53.0752508,8.812142
25838992,53.0740448,8.8117745
25839849,53.1119242,8.7575816
25839851,53.112717,8.7584198
25839852,53.1128366,8.758545
25839856,53.1116025,8.7583698
25839858,53.1124176,8.7563115
25839870,53.1123677,8.7580437
25839871,53.1128164,8.7567535
25839873,53.1126154,8.7574257
25839884,53.1138753,8.7576948
25839894,53.1137717,8.7584725
25840055,53.1453925,8.7285739
25840056,53.1451205,8.728273
25840093,53.1481614,8.7312234
25840102,53.1492188,8.730813
25840129,53.1474702,8.7329847
25840132,53.1460042,8.7348135
25840178,53.1462343,8.7336711
25840179,53.1450159,8.7351857
25840181,53.142473,8.7366744
25840294,53.1508349,8.7285022
25840499,53.0828799,8.8700302
25840502,53.0840154,8.8684575
25840503,53.0837,8.8682397
25840504,53.0839385,8.8662152
25840526,53.0821636,8.8700986
25840579,53.0827029,8.8827491
25841776,53.1139769,8.7569151
25841778,53.1130177,8.7561008
25841779,53.1132683,8.7553347
25841780,53.1141431,8.7565472
25841781,53.112959,8.7548577
25841782,53.1125237,8.7547576
25841783,53.1116222,8.7551422
25870115,53.030681,8.8365388
25870116,53.0309489,8.8355545
25870117,53.0304177,8.8375061
25870121,53.0312072,8.8345921
25870123,53.0301277,8.8385692
25870124,53.031003,8.8389714
25870129,53.0321377,8.8374453
25870130,53.0323989,8.8364775
25870135,53.0309838,8.8354243
25870136,53.030718,8.8364028
25870142,53.0326599,8.8355267
25870147,53.0312812,8.8323642
25870148,53.0329532,8.8344417
25870149,53.0331297,8.8338021
25870150,53.0331869,8.8338594
25870151,53.0332429,8.8336595
25870152,53.0331827,8.833616
25870157,53.0300943,8.8314708
25870158,53.0301306,8.8313245
25870159,53.0303244,8.8303638
25870160,53.030387,8.8298962
25870161,53.0304335,8.829422
25870162,53.0304858,8.8283977
25870166,53.0317176,8.8297458
25870167,53.0315707,8.830969
25870168,53.031315,8.8322149
25872351,53.0920204,8.7937727
25872352,53.0918586,8.7939227
25872354,53.0901282,8.7954087
25872356,53.0903799,8.7953527
25873688,53.098891,8.8386747
25873778,53.0960418,8.8400585
25873783,53.0958708,8.8406844
25873789,53.0956989,8.8379773
25873814,53.0956232,8.8379427
25873942,53.0992577,8.8369249
25873948,53.0992987,8.8367662
25885941,53.0707815,8.8204778
25885942,53.0708433,8.8198426
25885944,53.0702098,8.822591
25885946,53.0710663,8.8214283
25885955,53.0713194,8.8194575
25885959,53.0719051,8.8198071
25885963,53.0721168,8.8190095
25885979,53.072413,8.8181588
25885980,53.072786,8.821497
25885990,53.0722473,8.8223809
25885993,53.0708067,8.8222629
25885995,53.070767,8.8239858
25886001,53.0720824,8.8235148
25886003,53.0716544,8.821828
25886130,53.0695594,8.819385
25892584,53.0712272,8.8238058
25892585,53.0703534,8.8241593
25898744,53.0555283,8.8688242
25898832,53.0552851,8.8695828
25899380,53.0506361,8.8564698
25899586,53.0592049,8.8566768
25901159,53.079434,8.7990509
25904647,53.0304846,8.8533754
25904695,53.0404102,8.8482537
25904696,53.041511,8.8482559
25904698,53.0415591,8.846005
25904713,53.0403515,8.8469714
25904714,53.0403453,8.8462567
25904718,53.041141,8.8458977
25904719,53.0411345,8.8453505
25904722,53.0406227,8.8458883
25904735,53.0431127,8.8481662
25904738,53.0430985,8.8458477
25905737,53.113659,8.7594465
25905741,53.1119915,8.7629214
25905742,53.1129368,8.7648222
25905747,53.1186973,8.755787
25905748,53.1183148,8.7544979
25905749,53.114885,8.7611208
25905751,53.1165122,8.7582812
25905756,53.1123274,8.7623569
25905864,53.1221339,8.7518824
25905885,53.122805,8.752875
25905887,53.1242178,8.7548104
25905888,53.1247751,8.7555551
25905889,53.1254271,8.7564554
25905890,53.12594,8.757101
25909255,53.1132699,8.7642655
25925731,53.1168204,8.8116214
25926222,53.0511422,8.8214613
